       0.845802       0.627599
       0.285387       0.415275
       0.142795       0.823427
       0.345291       0.758408
     0.00738595       0.294173
       0.463904       0.625019
       0.644889       0.312919
       0.237478     0.00739244
       0.987938       0.434918
       0.673011       0.894727
        0.73791        0.77424
       0.486285       0.599132
       0.484826        0.67467
       0.107686       0.439623
       0.548976       0.710313
       0.378406       0.957883
       0.257399       0.225096
       0.537259       0.663685
       0.244293       0.530824
       0.493474       0.465741
       0.265356       0.260681
       0.366647       0.757783
       0.354444       0.570622
       0.835777       0.787247
       0.522789       0.629873
       0.930496       0.799774
        0.27112       0.758319
       0.164316       0.702052
       0.438011       0.138657
       0.304031       0.843085
       0.472052       0.904099
       0.829279      0.0633729
       0.474193       0.190831
     0.00902814       0.808263
       0.510872       0.832421
       0.557008       0.884879
       0.841492      0.0367866
       0.744946       0.407075
       0.832835      0.0665479
       0.433336       0.885365
       0.493517       0.881791
       0.380042      0.0851321
       0.529683       0.872481
       0.403838       0.409051
       0.692516        0.65216
       0.415291       0.490782
       0.885102       0.156468
       0.145741       0.619155
       0.702063       0.114475
       0.513504       0.510922
       0.453805        0.61386
       0.866638        0.36433
        0.13076       0.442056
       0.278653       0.692741
       0.277454       0.157112
       0.212224       0.551573
       0.168407       0.682577
       0.928298       0.861918
       0.596853       0.925951
       0.198778       0.941186
       0.647399       0.451318
        0.25987      0.0979335
       0.275387       0.135579
      0.0493201       0.005484
       0.415462       0.077685
       0.681102       0.484119
       0.606237        0.10663
       0.965691        0.30133
       0.818693       0.158023
      0.0401025       0.651119
        0.39313        0.57156
      0.0210339       0.826063
       0.269782       0.167917
       0.896216       0.491239
       0.999486       0.690644
       0.826912       0.820961
       0.299971       0.328874
       0.119679       0.277998
       0.972101        0.92002
       0.618614       0.233148
       0.710021       0.522733
      0.0286919       0.471738
        0.96511        0.95819
       0.902674       0.761842
       0.402161       0.589844
       0.186389       0.425254
       0.212412       0.495664
       0.681198       0.985906
       0.871765       0.569156
       0.791041       0.275353
       0.710426       0.509467
      0.0504165       0.680984
      0.0632898       0.136282
        0.80678       0.204277
      0.0525307       0.842603
       0.622394        0.17201
       0.499872       0.198514
       0.944095       0.469797
        0.11839    0.000155637
       0.823826       0.709975
       0.737218       0.900426
       0.471937       0.472202
        0.60739       0.214596
       0.850611       0.189522
       0.104733        0.36178
       0.737793       0.797063
       0.986122      0.0286511
       0.414079       0.811698
       0.932655        0.86901
       0.909026       0.236699
       0.974957        0.62908
       0.305629       0.686558
      0.0579758        0.85287
       0.941508       0.852634
       0.124394       0.698671
       0.939331       0.294561
       0.551534       0.956764
       0.260152       0.864294
       0.830431       0.088578
      0.0104299       0.380261
       0.714915       0.664538
       0.380829       0.416963
       0.962326       0.528417
       0.531647       0.571578
       0.513914       0.838443
       0.846828       0.815296
       0.976636       0.296077
       0.468749       0.201445
       0.655243       0.796089
       0.685177        0.93468
       0.218225       0.843047
       0.804781      0.0698669
      0.0190792       0.191478
       0.431543        0.14362
       0.630184       0.826424
       0.777545       0.706415
       0.478552       0.908619
      0.0986363       0.158861
       0.211595       0.699067
       0.885484       0.510039
       0.432299       0.853385
       0.216679       0.373206
       0.553257       0.744593
        0.70291       0.505397
       0.548197       0.771196
       0.835488       0.689871
       0.257734       0.551547
       0.154922       0.621855
       0.898072        0.24901
       0.454104       0.462631
       0.787778       0.488785
       0.587363       0.766029
      0.0425179       0.918293
       0.566831       0.958296
       0.925919       0.896489
       0.134531       0.565302
